 0.01000  1.36812E+00 -2.58002E-19 -3.67834E-01  3.66639E-22  6.25686E-15 -6.51300E-07  3.67834E-01  6.97875E-22  2.72949E-11  3.86328E-12
 0.03990  1.37377E+00 -3.03473E-10 -3.69059E-01 -2.83619E-14  1.34533E-12 -3.88579E-05  3.69059E-01 -2.83619E-14  4.93636E-12  5.61999E-11
 0.06980  1.38823E+00 -3.65866E-04 -3.71727E-01 -1.24962E-07 -6.06097E-11 -5.82111E-11  3.71727E-01 -1.24962E-07  5.47011E-11  5.79241E-11
 0.09970  1.41393E+00 -8.10671E-03 -3.75788E-01 -6.82813E-06 -1.39725E-11  4.84049E-11  3.75788E-01 -6.82813E-06  1.76969E-10  9.72617E-12
 0.12960  1.44269E+00 -2.80120E-02 -3.81149E-01 -3.70064E-05 -3.94968E-10  1.73479E-10  3.81149E-01 -3.70064E-05  3.72095E-10 -8.84999E-11
 0.15950  1.46957E+00 -5.71095E-02 -3.87678E-01 -9.19030E-05 -1.20422E-09  3.16718E-10  3.87678E-01 -9.19030E-05  6.40735E-10 -2.37123E-10
 0.18940  1.49346E+00 -9.32671E-02 -3.95217E-01 -1.61153E-04 -2.44442E-09  4.78658E-10  3.95217E-01 -1.61153E-04  9.82599E-10 -4.36285E-10
 0.21930  1.51317E+00 -1.35189E-01 -4.03550E-01 -2.10695E-04 -4.12054E-09  6.60083E-10  4.03550E-01 -2.10695E-04  1.39897E-09 -6.86330E-10
 0.24920  1.53133E+00 -1.82277E-01 -4.12398E-01 -7.29644E-05 -6.23836E-09  8.56435E-10  4.12398E-01 -7.29644E-05  1.89124E-09 -9.89972E-10
 0.27910  1.54533E+00 -2.33598E-01 -4.21606E-01  6.57938E-04 -9.48061E-10  5.16093E-09  4.21606E-01  6.57938E-04  2.46122E-09 -1.34816E-09
 0.30900  1.55331E+00 -2.88744E-01 -4.31397E-01  2.46260E-03  1.78859E-09  2.96178E-09  4.31397E-01  2.46260E-03  3.11091E-09 -1.76336E-09
 0.33890  1.56176E+00 -3.45748E-01 -4.42367E-01  5.51926E-03  1.96720E-09 -5.75029E-09  4.42367E-01  5.51926E-03  3.84175E-09 -2.23664E-09
 0.36880  1.56184E+00 -4.06519E-01 -4.55118E-01  9.48158E-03  4.04624E-09 -2.95798E-09  4.55118E-01  9.48158E-03  4.66461E-09 -2.77931E-09
 0.39870  1.55726E+00 -4.69553E-01 -4.69865E-01  1.36685E-02  9.26782E-10  7.09870E-09  4.69865E-01  1.36685E-02  5.58561E-09 -3.39758E-09
 0.42860  1.55247E+00 -5.31757E-01 -4.86384E-01  1.74565E-02 -1.19997E-09  4.85217E-09  4.86384E-01  1.74565E-02  3.27212E-09 -3.77245E-09
 0.45850  1.53786E+00 -6.01244E-01 -5.04238E-01  2.04945E-02  1.53783E-09 -3.52797E-09  5.04238E-01  2.04945E-02 -2.27881E-09 -3.90488E-09
 0.48840  1.52269E+00 -6.81173E-01 -5.22992E-01  2.26809E-02  2.37085E-09 -2.32637E-09  5.22992E-01  2.26809E-02 -2.84713E-09 -3.04661E-09
 0.51830  1.53253E+00 -7.86589E-01 -5.42302E-01  2.40606E-02  5.13922E-10  3.55674E-09  5.42302E-01  2.40606E-02  1.56717E-09 -1.19782E-09
 0.54820  1.57496E+00 -9.06432E-01 -5.61929E-01  2.47414E-02  5.83941E-10  4.32924E-09  5.61929E-01  2.47414E-02  4.41167E-09  6.88562E-10
 0.57810  1.61339E+00 -1.02860E+00 -5.81713E-01  2.48463E-02  2.58373E-09 -8.44365E-12  5.81713E-01  2.48463E-02  5.68364E-09  2.62280E-09
 0.60800  1.67659E+00 -1.18085E+00 -6.01552E-01  2.44923E-02 -7.35330E-10 -5.26176E-09  6.01552E-01  2.44923E-02  5.38668E-09  4.61438E-09
 0.63790  1.72148E+00 -1.33435E+00 -6.21385E-01  2.37821E-02 -3.14700E-09 -2.90026E-09  6.21385E-01  2.37821E-02  3.52183E-09  6.67141E-09
 0.66780  1.80253E+00 -1.52216E+00 -6.41176E-01  2.28021E-02 -4.78688E-09  7.09414E-09  6.41176E-01  2.28021E-02  9.45634E-11  8.75067E-09
 0.69770  1.84277E+00 -1.70348E+00 -6.60907E-01  2.16231E-02  5.78932E-09  5.01663E-09  6.60907E-01  2.16231E-02 -4.50452E-09  7.90064E-09
 0.72760  1.89602E+00 -1.87159E+00 -6.80570E-01  2.03028E-02  3.65134E-09 -1.73155E-09  6.80570E-01  2.03028E-02 -1.02888E-08  4.14140E-09
 0.75750  1.97303E+00 -2.08413E+00 -7.00165E-01  1.88876E-02  7.61689E-10 -6.48234E-09  7.00165E-01  1.88876E-02 -4.95219E-09  1.91482E-09
 0.78740  2.05144E+00 -2.35853E+00 -7.19695E-01  1.74136E-02 -2.89459E-09 -9.24745E-09  7.19695E-01  1.74136E-02  6.43016E-09  1.80588E-09
 0.81730  2.11622E+00 -2.61940E+00 -7.39169E-01  1.59097E-02 -6.96627E-09 -9.24158E-09  7.39169E-01  1.59097E-02  4.33574E-09  4.30652E-09
 0.84720  2.12925E+00 -2.85514E+00 -7.58592E-01  1.43995E-02 -4.27228E-09 -3.37096E-09  7.58592E-01  1.43995E-02 -9.36025E-10  5.40508E-09
