-5.000000e+00 -1.000000e+01 9.509317e-10
-5.000000e+00 -9.682540e+00 1.222541e-09
-5.000000e+00 -9.365079e+00 1.578880e-09
-5.000000e+00 -9.047619e+00 2.048422e-09
-5.000000e+00 -8.730159e+00 2.669798e-09
-5.000000e+00 -8.412698e+00 3.495572e-09
-5.000000e+00 -8.095238e+00 4.597460e-09
-5.000000e+00 -7.777778e+00 6.073503e-09
-5.000000e+00 -7.460317e+00 8.057930e-09
-5.000000e+00 -7.142857e+00 1.073464e-08
-5.000000e+00 -6.825397e+00 1.435550e-08
-5.000000e+00 -6.507937e+00 1.926494e-08
-5.000000e+00 -6.190476e+00 2.593254e-08
-5.000000e+00 -5.873016e+00 3.499540e-08
-5.000000e+00 -5.555556e+00 4.731160e-08
-5.000000e+00 -5.238095e+00 6.402509e-08
-5.000000e+00 -4.920635e+00 8.663959e-08
-5.000000e+00 -4.603175e+00 1.170945e-07
-5.000000e+00 -4.285714e+00 1.578273e-07
-5.000000e+00 -3.968254e+00 2.117963e-07
-5.000000e+00 -3.650794e+00 2.824191e-07
-5.000000e+00 -3.333333e+00 3.733694e-07
-5.000000e+00 -3.015873e+00 4.881603e-07
-5.000000e+00 -2.698413e+00 6.294526e-07
-5.000000e+00 -2.380952e+00 7.980731e-07
-5.000000e+00 -2.063492e+00 9.918239e-07
-5.000000e+00 -1.746032e+00 1.204320e-06
-5.000000e+00 -1.428571e+00 1.424255e-06
-5.000000e+00 -1.111111e+00 1.635599e-06
-5.000000e+00 -7.936508e-01 1.819117e-06
-5.000000e+00 -4.761905e-01 1.955261e-06
-5.000000e+00 -1.587302e-01 2.027908e-06
-5.000000e+00 1.587302e-01 2.027908e-06
-5.000000e+00 4.761905e-01 1.955261e-06
-5.000000e+00 7.936508e-01 1.819117e-06
-5.000000e+00 1.111111e+00 1.635599e-06
-5.000000e+00 1.428571e+00 1.424255e-06
-5.000000e+00 1.746032e+00 1.204320e-06
-5.000000e+00 2.063492e+00 9.918239e-07
-5.000000e+00 2.380952e+00 7.980731e-07
-5.000000e+00 2.698413e+00 6.294526e-07
-5.000000e+00 3.015873e+00 4.881603e-07
-5.000000e+00 3.333333e+00 3.733694e-07
-5.000000e+00 3.650794e+00 2.824191e-07
-5.000000e+00 3.968254e+00 2.117963e-07
-5.000000e+00 4.285714e+00 1.578273e-07
-5.000000e+00 4.603175e+00 1.170945e-07
-5.000000e+00 4.920635e+00 8.663959e-08
-5.000000e+00 5.238095e+00 6.402509e-08
-5.000000e+00 5.555556e+00 4.731160e-08
-5.000000e+00 5.873016e+00 3.499540e-08
-5.000000e+00 6.190476e+00 2.593254e-08
-5.000000e+00 6.507937e+00 1.926494e-08
-5.000000e+00 6.825397e+00 1.435550e-08
-5.000000e+00 7.142857e+00 1.073464e-08
-5.000000e+00 7.460317e+00 8.057930e-09
-5.000000e+00 7.777778e+00 6.073503e-09
-5.000000e+00 8.095238e+00 4.597460e-09
-5.000000e+00 8.412698e+00 3.495572e-09
-5.000000e+00 8.730159e+00 2.669798e-09
-5.000000e+00 9.047619e+00 2.048422e-09
-5.000000e+00 9.365079e+00 1.578880e-09
-5.000000e+00 9.682540e+00 1.222541e-09
-5.000000e+00 1.000000e+01 9.509317e-10
-4.960630e+00 -1.000000e+01 9.656915e-10
-4.960630e+00 -9.682540e+00 1.242504e-09
-4.960630e+00 -9.365079e+00 1.606028e-09
-4.960630e+00 -9.047619e+00 2.085548e-09
-4.960630e+00 -8.730159e+00 2.720848e-09
-4.960630e+00 -8.412698e+00 3.566158e-09
-4.960630e+00 -8.095238e+00 4.695593e-09
-4.960630e+00 -7.777778e+00 6.210666e-09
-4.960630e+00 -7.460317e+00 8.250647e-09
-4.960630e+00 -7.142857e+00 1.100676e-08
-4.960630e+00 -6.825397e+00 1.474154e-08
-4.960630e+00 -6.507937e+00 1.981492e-08
-4.960630e+00 -6.190476e+00 2.671904e-08
-4.960630e+00 -5.873016e+00 3.612359e-08
-4.960630e+00 -5.555556e+00 4.893359e-08
-4.960630e+00 -5.238095e+00 6.635994e-08
-4.960630e+00 -4.920635e+00 9.000072e-08
-4.960630e+00 -4.603175e+00 1.219261e-07
-4.960630e+00 -4.285714e+00 1.647507e-07
-4.960630e+00 -3.968254e+00 2.216656e-07
-4.960630e+00 -3.650794e+00 2.963819e-07
-4.960630e+00 -3.333333e+00 3.929216e-07
-4.960630e+00 -3.015873e+00 5.151778e-07
-4.960630e+00 -2.698413e+00 6.661696e-07
-4.960630e+00 -2.380952e+00 8.469711e-07
-4.960630e+00 -2.063492e+00 1.055395e-06
-4.960630e+00 -1.746032e+00 1.284687e-06
-4.960630e+00 -1.428571e+00 1.522674e-06
-4.960630e+00 -1.111111e+00 1.751926e-06
-4.960630e+00 -7.936508e-01 1.951397e-06
-4.960630e+00 -4.761905e-01 2.099598e-06
-4.960630e+00 -1.587302e-01 2.178751e-06
-4.960630e+00 1.587302e-01 2.178751e-06
-4.960630e+00 4.761905e-01 2.099598e-06
-4.960630e+00 7.936508e-01 1.951397e-06
-4.960630e+00 1.111111e+00 1.751926e-06
-4.960630e+00 1.428571e+00 1.522674e-06
-4.960630e+00 1.746032e+00 1.284687e-06
-4.960630e+00 2.063492e+00 1.055395e-06
-4.960630e+00 2.380952e+00 8.469711e-07
-4.960630e+00 2.698413e+00 6.661696e-07
-4.960630e+00 3.015873e+00 5.151778e-07
-4.960630e+00 3.333333e+00 3.929216e-07
-4.960630e+00 3.650794e+00 2.963819e-07
-4.960630e+00 3.968254e+00 2.216656e-07
-4.960630e+00 4.285714e+00 1.647507e-07
-4.960630e+00 4.603175e+00 1.219261e-07
-4.960630e+00 4.920635e+00 9.000072e-08
-4.960630e+00 5.238095e+00 6.635994e-08
-4.960630e+00 5.555556e+00 4.893359e-08
-4.960630e+00 5.873016e+00 3.612359e-08
-4.960630e+00 6.190476e+00 2.671904e-08
-4.960630e+00 6.507937e+00 1.981492e-08
-4.960630e+00 6.825397e+00 1.474154e-08
-4.960630e+00 7.142857e+00 1.100676e-08
-4.960630e+00 7.460317e+00 8.250647e-09
-4.960630e+00 7.777778e+00 6.210666e-09
-4.960630e+00 8.095238e+00 4.695593e-09
-4.960630e+00 8.412698e+00 3.566158e-09
-4.960630e+00 8.730159e+00 2.720848e-09
-4.960630e+00 9.047619e+00 2.085548e-09
-4.960630e+00 9.365079e+00 1.606028e-09
-4.960630e+00 9.682540e+00 1.242504e-09
-4.960630e+00 1.000000e+01 9.656915e-10
-4.921260e+00 -1.000000e+01 9.806071e-10
-4.921260e+00 -9.682540e+00 1.262697e-09
-4.921260e+00 -9.365079e+00 1.633518e-09
-4.921260e+00 -9.047619e+00 2.123180e-09
-4.921260e+00 -8.730159e+00 2.772657e-09
-4.921260e+00 -8.412698e+00 3.637884e-09
-4.921260e+00 -8.095238e+00 4.795445e-09
-4.921260e+00 -7.777778e+00 6.350435e-09
-4.921260e+00 -7.460317e+00 8.447332e-09
-4.921260e+00 -7.142857e+00 1.128495e-08
-4.921260e+00 -6.825397e+00 1.513690e-08
-4.921260e+00 -6.507937e+00 2.037929e-08
-4.921260e+00 -6.190476e+00 2.752777e-08
-4.921260e+00 -5.873016e+00 3.728626e-08
-4.921260e+00 -5.555556e+00 5.060914e-08
-4.921260e+00 -5.238095e+00 6.877803e-08
-4.921260e+00 -4.920635e+00 9.349109e-08
-4.921260e+00 -4.603175e+00 1.269578e-07
-4.921260e+00 -4.285714e+00 1.719827e-07
-4.921260e+00 -3.968254e+00 2.320074e-07
-4.921260e+00 -3.650794e+00 3.110608e-07
-4.921260e+00 -3.333333e+00 4.135459e-07
-4.921260e+00 -3.015873e+00 5.437742e-07
-4.921260e+00 -2.698413e+00 7.051654e-07
-4.921260e+00 -2.380952e+00 8.990783e-07
-4.921260e+00 -2.063492e+00 1.123357e-06
-4.921260e+00 -1.746032e+00 1.370862e-06
-4.921260e+00 -1.428571e+00 1.628489e-06
-4.921260e+00 -1.111111e+00 1.877283e-06
-4.921260e+00 -7.936508e-01 2.094201e-06
-4.921260e+00 -4.761905e-01 2.255613e-06
-4.921260e+00 -1.587302e-01 2.341903e-06
-4.921260e+00 1.587302e-01 2.341903e-06
-4.921260e+00 4.761905e-01 2.255613e-06
-4.921260e+00 7.936508e-01 2.094201e-06
-4.921260e+00 1.111111e+00 1.877283e-06
-4.921260e+00 1.428571e+00 1.628489e-06
-4.921260e+00 1.746032e+00 1.370862e-06
-4.921260e+00 2.063492e+00 1.123357e-06
-4.921260e+00 2.380952e+00 8.990783e-07
-4.921260e+00 2.698413e+00 7.051654e-07
-4.921260e+00 3.015873e+00 5.437742e-07
-4.921260e+00 3.333333e+00 4.135459e-07
-4.921260e+00 3.650794e+00 3.110608e-07
-4.921260e+00 3.968254e+00 2.320074e-07
-4.921260e+00 4.285714e+00 1.719827e-07
-4.921260e+00 4.603175e+00 1.269578e-07
-4.921260e+00 4.920635e+00 9.349109e-08
-4.921260e+00 5.238095e+00 6.877803e-08
-4.921260e+00 5.555556e+00 5.060914e-08
-4.921260e+00 5.873016e+00 3.728626e-08
-4.921260e+00 6.190476e+00 2.752777e-08
-4.921260e+00 6.507937e+00 2.037929e-08
-4.921260e+00 6.825397e+00 1.513690e-08
-4.921260e+00 7.142857e+00 1.128495e-08
-4.921260e+00 7.460317e+00 8.447332e-09
-4.921260e+00 7.777778e+00 6.350435e-09
-4.921260e+00 8.095238e+00 4.795445e-09
-4.921260e+00 8.412698e+00 3.637884e-09
-4.921260e+00 8.730159e+00 2.772657e-09
-4.921260e+00 9.047619e+00 2.123180e-09
-4.921260e+00 9.365079e+00 1.633518e-09
